split_seed,bin_width,age_bin_start,sex,finding,positive_cases,warning_cutoff,too_few_positive_cases,zero_positive_cases,status
3658676649,5,0,F,Atelectasis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Fibrosis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Effusion,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Pneumonia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Pleural_Thickening,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Cardiomegaly,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Nodule,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Mass,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Atelectasis,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Consolidation,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Infiltration,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Pneumothorax,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Fibrosis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Effusion,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Pneumonia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Pleural_Thickening,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Cardiomegaly,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Nodule,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Mass,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,20,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Atelectasis,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Consolidation,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Infiltration,29,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Pneumothorax,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Edema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Fibrosis,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Effusion,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Pleural_Thickening,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Cardiomegaly,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Nodule,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Mass,10,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,25,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Atelectasis,10,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Consolidation,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Infiltration,18,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Pneumothorax,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Fibrosis,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Effusion,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Pneumonia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Pleural_Thickening,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Cardiomegaly,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Nodule,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Mass,11,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,30,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Atelectasis,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Consolidation,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Infiltration,22,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Pneumothorax,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Edema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Fibrosis,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Effusion,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Pneumonia,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Pleural_Thickening,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Cardiomegaly,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Nodule,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Mass,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,35,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Atelectasis,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Consolidation,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Infiltration,28,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Pneumothorax,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Fibrosis,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Effusion,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Pleural_Thickening,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Cardiomegaly,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Nodule,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Mass,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,40,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Atelectasis,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Consolidation,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Infiltration,32,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Pneumothorax,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Fibrosis,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Effusion,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Pleural_Thickening,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Cardiomegaly,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Nodule,10,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Mass,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,45,F,Hernia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Atelectasis,17,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Consolidation,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Infiltration,30,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Pneumothorax,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Edema,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Fibrosis,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Effusion,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Pneumonia,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Pleural_Thickening,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Cardiomegaly,15,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Nodule,20,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Mass,15,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,50,F,Hernia,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Atelectasis,26,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Consolidation,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Infiltration,39,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Pneumothorax,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Emphysema,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Fibrosis,11,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Effusion,14,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Pneumonia,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Pleural_Thickening,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Cardiomegaly,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Nodule,25,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Mass,16,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,55,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Atelectasis,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Consolidation,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Infiltration,32,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Pneumothorax,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Emphysema,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Fibrosis,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Effusion,11,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Pneumonia,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Pleural_Thickening,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Cardiomegaly,15,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Nodule,18,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Mass,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,60,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Atelectasis,14,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Consolidation,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Infiltration,18,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Pneumothorax,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Emphysema,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Fibrosis,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Effusion,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Pleural_Thickening,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Cardiomegaly,10,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Nodule,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Mass,9,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,65,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Atelectasis,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Consolidation,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Infiltration,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Pneumothorax,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Edema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Fibrosis,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Effusion,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Pneumonia,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Pleural_Thickening,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Cardiomegaly,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Nodule,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Mass,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,70,F,Hernia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Atelectasis,6,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Consolidation,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Infiltration,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Pneumothorax,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Emphysema,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Fibrosis,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Effusion,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Pleural_Thickening,7,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Cardiomegaly,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Nodule,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Mass,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,75,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Atelectasis,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Consolidation,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Infiltration,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Pneumothorax,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Fibrosis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Effusion,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Pleural_Thickening,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Cardiomegaly,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Nodule,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Mass,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,80,F,Hernia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Atelectasis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Consolidation,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Infiltration,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Pneumothorax,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Fibrosis,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Effusion,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Pleural_Thickening,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Cardiomegaly,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Nodule,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Mass,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,85,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Atelectasis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Consolidation,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Infiltration,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Pneumothorax,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Fibrosis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Effusion,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Pleural_Thickening,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Cardiomegaly,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Nodule,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Mass,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,95,F,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Atelectasis,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Consolidation,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Infiltration,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Pneumothorax,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Fibrosis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Effusion,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Pneumonia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Pleural_Thickening,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Cardiomegaly,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Nodule,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Mass,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,0,M,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Atelectasis,4,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Consolidation,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Infiltration,8,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Pneumothorax,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Fibrosis,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Effusion,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Pneumonia,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Pleural_Thickening,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Cardiomegaly,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Nodule,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Mass,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,5,M,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Atelectasis,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Consolidation,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Infiltration,13,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Pneumothorax,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Edema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Emphysema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Fibrosis,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Effusion,5,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Pneumonia,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Pleural_Thickening,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Cardiomegaly,3,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Nodule,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Mass,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,10,M,Hernia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Atelectasis,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Consolidation,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Infiltration,12,10,False,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Pneumothorax,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Edema,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Emphysema,1,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Fibrosis,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Effusion,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Pneumonia,0,10,True,True,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Pleural_Thickening,2,10,True,False,exploratory warning; cutoff was not prespecified
3658676649,5,15,M,Cardiomegaly,1,10,True,False,exploratory warning; cutoff was not prespecified
